uid;username;user_spend_time;60 saniye;300 saniye;600 saniye;Socket ile 60;Socket ile 300;Socket ile 600;role
1363242;cigdem.kaya28;9082;74;74;74;74;74;74;ROLE_MANAGER
1363245;denizonur.on;119;159;159;159;168;168;168;ROLE_MANAGER
1363249;suleyman.babayakali2;10401;3590;10414;14582;4691;10604;14467;ROLE_MANAGER
1363265;esinaras;12799;1730;4806;6492;2218;4627;6313;ROLE_MANAGER
1363266;seydamutlukarabacak;1926;1258;2652;3493;1580;2695;3536;ROLE_MANAGER
1363267;omertuna;57;248;852;1587;137;137;137;ROLE_MANAGER
1363273;canannamver2;0;64;410;410;5;5;5;ROLE_MANAGER
1363280;sinem.unal.yildiz;10001;156;731;731;156;731;731;ROLE_MANAGER
1363281;faruk.aksakal;436;136;494;840;136;494;840;ROLE_MANAGER
1363285;serpil.yigitoglu;154;259;518;518;259;518;518;ROLE_MANAGER
1363287;canser.belgin1;1243;326;2065;2694;352;2091;2720;ROLE_MANAGER
1363288;bengu.aygun1;2187;1310;3276;4590;1390;3356;4670;ROLE_MANAGER
1363290;mustafa.tekguven;450;114;314;314;114;314;314;ROLE_MANAGER
1363291;ece.irdelmen;1680;80;1119;1449;80;1119;1449;ROLE_MANAGER
1363292;seda.aydinli1;461;136;285;725;136;285;725;ROLE_MANAGER
1363293;ayse.kirlar1;5051;354;1485;1485;354;1485;1485;ROLE_MANAGER
1363295;selahattin;29;30;147;147;30;147;147;ROLE_MANAGER
1363299;hilalcuhaci;1599;1295;2256;2577;1335;2296;2617;ROLE_MANAGER
1363300;olcay.huseyin;10926;3529;9527;13335;4012;10010;13818;ROLE_MANAGER
1363301;huseyin.olcay80;1232;439;1043;1565;439;1043;1565;ROLE_MANAGER
1363302;duygu.topcu4;449;206;206;530;206;206;530;ROLE_MANAGER
1363303;hulya.sulu6;300;103;678;678;103;678;678;ROLE_MANAGER
1363304;mehmetsihali7;3176;226;1471;2480;767;1490;1947;ROLE_MANAGER
1363306;basak.genel3;4825;854;1810;2694;854;1810;2694;ROLE_MANAGER
1363307;ceyda.tatari;4699;102;477;937;102;477;937;ROLE_MANAGER
1363313;hilal.yilmaz.kilic2;681;146;438;438;146;438;438;ROLE_MANAGER
1363316;dilektekin2;692;264;659;1035;542;622;622;ROLE_MANAGER
1363317;omer.yasar1;1044;163;163;163;303;303;303;ROLE_MANAGER
1363320;serkanyasar.guney;1116;359;834;1222;359;834;1222;ROLE_MANAGER
1363322;gizem.burhan;4409;1109;2543;2887;1519;2831;3175;ROLE_MANAGER
1363323;kamer.tas2;744;221;316;638;221;316;638;ROLE_MANAGER
1363324;ismail.karaman11;32;29;29;29;29;29;29;ROLE_MANAGER
1363325;mikail.daday1;661;85;85;85;85;85;85;ROLE_MANAGER
1363328;adem.yalin1;2159;1139;3393;4191;1013;3003;3801;ROLE_MANAGER
1363329;hicrantemiz;2552;615;1963;2281;895;1957;2275;ROLE_MANAGER
1363331;gamze.celik28;241;104;104;540;104;104;540;ROLE_MANAGER
1363336;oguzhan.ozcan28;1003;189;508;508;189;508;508;ROLE_MANAGER
1363337;okan.akkoyun1;1674;191;409;1297;191;409;1297;ROLE_MANAGER
1363338;refik.kiran12;531;71;427;427;71;427;427;ROLE_MANAGER
1363339;baris.anil1;9865;549;1316;2315;415;1182;2181;ROLE_MANAGER
1363347;busra.erdogan20;154;80;145;145;80;145;145;ROLE_MANAGER
1363350;elif.deniz.citak5;1702;139;1110;3436;139;1110;3436;ROLE_MANAGER
1363352;m.turkmen;4605;3199;4247;4562;4006;4240;4555;ROLE_MANAGER
1363353;ebru.apaydin1;1570;176;565;1406;176;565;1406;ROLE_MANAGER
1363354;serbay.erbay.my;9143;693;2992;3875;1372;3372;3848;ROLE_MANAGER
1363356;burcukayali17;853;235;726;726;230;721;721;ROLE_MANAGER
1363359;emre.atalay1;1072;302;642;642;283;623;623;ROLE_MANAGER
1363360;yildirim22.bulent;0;53;256;256;53;256;256;ROLE_MANAGER
1363361;mehmetsalih.yildiz4;540;260;475;475;478;478;478;ROLE_MANAGER
1363365;ertas.altin.49;9060;3784;8148;14803;4038;8199;14854;ROLE_MANAGER
1363374;bilgetopuz;1616;451;1416;2100;451;1416;2100;ROLE_MANAGER
1363376;berraktezel;8505;386;1490;3635;1370;1943;3736;ROLE_MANAGER
1363378;sonay.abaci1;0;52;52;52;52;52;52;ROLE_MANAGER
1363379;ferah.basaran7;6540;1120;4487;4487;1129;4496;4496;ROLE_MANAGER
1363380;muruvetgunerdi;6256;1664;4275;6378;2656;4420;6523;ROLE_MANAGER
1363384;berrak.erdogan2;201;167;561;962;167;561;962;ROLE_MANAGER
1363392;nihan.altun4;714;275;513;513;218;456;456;ROLE_MANAGER
1363398;hayat.akcindas;21;226;610;974;28;28;28;ROLE_MANAGER
1363400;my.burcu.tasezen;26253;1422;5334;11010;2501;5680;11021;ROLE_MANAGER
1363403;zubeyde.kose22;8016;504;1515;3498;500;1511;3494;ROLE_MANAGER
1363404;fehime.yilmaz;3284;787;2811;5138;1319;2939;4914;ROLE_MANAGER
1363405;gulfer.avsar2;1181;627;2700;3912;627;2700;3912;ROLE_MANAGER
1363406;omer.alpaslan9;1192;425;1008;1008;425;1008;1008;ROLE_MANAGER
1363408;sinem.sahiner3;1608;351;1628;2332;512;1626;2330;ROLE_MANAGER
1363409;erdal.yigit1;8654;307;689;689;394;776;776;ROLE_MANAGER
1363410;serkanyildirim;2056;441;1815;2651;444;1818;2654;ROLE_MANAGER
1363414;my.damladilan.yucel;1083;631;1989;2668;631;1989;2668;ROLE_MANAGER
1363418;seda.degirmencioglu3;6928;94;276;276;94;276;276;ROLE_MANAGER
1363421;funda.teksokermy;2254;422;1309;2264;422;1309;2264;ROLE_MANAGER
1363425;nesrin.basdinc21;212;271;271;271;289;289;289;ROLE_MANAGER
1363427;gamze.karabiber1;1830;749;2317;2908;749;2317;2908;ROLE_MANAGER
1363429;bk.banu.akdeniz;0;144;336;336;144;336;336;ROLE_MANAGER
1363430;ayca.arslan;198;112;567;567;112;567;567;ROLE_MANAGER
1363438;deniz.bolat26;21484;3156;12142;18087;5981;12796;18407;ROLE_MANAGER
1363443;muge.oduncu;100;153;1276;1609;153;1276;1609;ROLE_MANAGER
1363450;benek.tok.karakas3;197;305;591;985;286;374;768;ROLE_MANAGER
1363453;esra.tanriover;372;320;658;658;574;699;699;ROLE_MANAGER
1363459;kurucu.kesan;2665;1425;3078;6680;1422;3075;6677;ROLE_MANAGER
1363463;hilal.yildiran1;965;202;799;1679;202;799;1679;ROLE_MANAGER
1363473;sevinc.icoz3;1477;136;431;1404;572;867;1376;ROLE_MANAGER
1363484;dogus.arinan;27678;1817;8145;10090;4759;7966;9170;ROLE_MANAGER
1363489;kubra.dervisoglu1;1938;487;1252;1583;487;1252;1583;ROLE_MANAGER
1363490;cennet.sahin1;1979;46;368;684;46;368;684;ROLE_MANAGER
1363493;cansu.ozkan59;2763;1035;1910;2888;1035;1910;2888;ROLE_MANAGER
1363497;murat.sarihan21;3532;1729;4615;9979;1899;4692;10056;ROLE_MANAGER
1363500;esra.bulut21;7226;189;1269;2094;189;1269;2094;ROLE_MANAGER
1363503;handedemirkan;1248;278;1015;1489;1122;1574;2048;ROLE_MANAGER
1363507;halil.aktas21;9393;163;1426;1426;187;1450;1450;ROLE_MANAGER
1363508;ceylan.koc5;468;66;66;66;66;66;66;ROLE_MANAGER
1363509;merve.durkut1;931;157;996;996;335;973;973;ROLE_MANAGER
1363513;selin.cetinkaya8;10;100;171;171;100;171;171;ROLE_MANAGER
1363520;mehmet.eryigit38;1892;257;768;768;257;768;768;ROLE_MANAGER
1363524;handan.ege5;735;3;3;395;3;3;395;ROLE_MANAGER
1363525;caglar.karaarslan;17916;743;2258;3107;1307;2691;3128;ROLE_MANAGER
1363526;nilay.kurt4;13578;1161;5667;6664;3231;6127;6816;ROLE_MANAGER
1363528;cemile.bakir2;84;80;80;80;70;70;70;ROLE_MANAGER
1363534;busra.celik129;79;116;116;116;116;116;116;ROLE_MANAGER
1363535;zeynep.cokgezer.my;2248;486;1559;1559;1319;1666;1666;ROLE_MANAGER
1363539;gulcan.dedeoglu0;0;50;187;187;50;187;187;ROLE_MANAGER
1363540;meryem.durmus14;3;198;400;400;198;400;400;ROLE_MANAGER
1363542;ekin.kale;540;87;87;87;87;87;87;ROLE_MANAGER
1363543;sogelman;8309;337;938;1334;427;936;1332;ROLE_MANAGER
1363546;serkan.tascioglu;3059;862;2028;2763;912;2078;2813;ROLE_MANAGER
1363547;huriyekit;14;0;86;86;0;86;86;ROLE_MANAGER
1363550;erhan.bahar1;2638;323;1612;1948;667;1647;1983;ROLE_MANAGER
1363552;bilge.gizem.arslanlar;109;80;80;80;80;80;80;ROLE_MANAGER
1363558;sibelavci;1684;57;214;214;57;214;214;ROLE_MANAGER
1363565;fatma.ilkemaydin;14787;5423;13535;17287;6157;12538;15926;ROLE_MANAGER
1363567;damlameric;1;60;173;173;60;173;173;ROLE_MANAGER
1363568;ferda.dericioglu3;13;17;17;17;17;17;17;ROLE_MANAGER
1363571;alper.danaci1;13531;162;347;347;162;347;347;ROLE_MANAGER
1363572;ezginur.hanedar4;12996;359;1476;1476;640;1420;1420;ROLE_MANAGER
1363576;ibrahim2424;0;27;27;27;27;27;27;ROLE_MANAGER
1363577;o.mizrak;30429;925;3269;4385;3287;3561;3561;ROLE_MANAGER
1363578;elifcelebi;60;74;74;627;74;74;627;ROLE_MANAGER
1363582;cisem.sev59;125;117;117;117;146;146;146;ROLE_MANAGER
1363585;mkaratas;3299;376;1272;1272;390;1186;1186;ROLE_MANAGER
1363587;zehra.cagla.ozdemir;102;93;93;93;93;93;93;ROLE_MANAGER
1363591;sahsene.unal1;172;1;1;1;1;1;1;ROLE_MANAGER
1363596;velattellioglu;358;60;365;734;60;365;734;ROLE_MANAGER
1363598;gayeagan1;2186;262;719;2591;572;1029;2590;ROLE_MANAGER
1363601;my.kubra.aksakal.atamer;1559;789;1438;1820;789;1438;1820;ROLE_MANAGER
1363602;ugur.daldal2;45453;1327;3765;6248;1529;3771;6254;ROLE_MANAGER
1363607;yusufziya1;1911;138;214;805;138;214;805;ROLE_MANAGER
1363608;hasretinanli1;308;261;668;668;261;668;668;ROLE_MANAGER
1363610;tahir.tirasoglu22;1277;56;234;234;56;234;234;ROLE_MANAGER
1363614;burakkahraman;2283;432;1162;1477;458;1188;1188;ROLE_MANAGER
1363618;emine.altun.kurt;0;43;43;43;43;43;43;ROLE_MANAGER
1363627;halil.elevli3005;2061;2;145;145;2;145;145;ROLE_MANAGER
1363630;hale.okudan3;4255;471;1029;2095;471;1029;2095;ROLE_MANAGER
1363636;sinem.kurt2;1096;341;1169;1169;617;994;994;ROLE_MANAGER
1363637;firdevs.er;2664;857;2399;3972;1261;2143;3263;ROLE_MANAGER
1363638;elif.tugce.demirel;3007;108;375;375;108;375;375;ROLE_MANAGER
1363640;ozlem.can2;3032;1428;4443;6491;2719;3928;5656;ROLE_MANAGER
1363648;gozde.dinc2;391;47;257;257;47;257;257;ROLE_MANAGER
1363657;mudur.demo;99;190;259;684;189;189;614;ROLE_MANAGER
1363663;umutburak.acar;10058;220;1421;1875;1871;1988;2442;ROLE_MANAGER
1363664;aliosman.duman;11488;568;1374;2602;1339;2145;2599;ROLE_MANAGER
1363668;mervekoycu;3850;926;4759;8289;972;4728;8258;ROLE_MANAGER
1363675;busra.ozturk45;4249;2353;8873;13341;3404;4743;6164;ROLE_MANAGER
1363676;efnan.mazlum;1275;460;625;1176;1963;1963;1963;ROLE_MANAGER
1363677;senay.gumuc.meric;1656;351;1269;1269;351;1269;1269;ROLE_MANAGER
1363680;burakarici;0;145;145;145;145;145;145;ROLE_MANAGER
1363681;testmudur;48;86;86;86;86;86;86;ROLE_MANAGER
1363691;gulsah.salturk2;680;226;859;859;226;859;859;ROLE_MANAGER
1363696;itosmaniye;279;180;938;938;180;938;938;ROLE_MANAGER
1363698;ferda.aydemir2;4375;969;2511;3357;969;2511;3357;ROLE_MANAGER
1363700;gozde.kayabasi61;2258;273;1072;1493;273;1072;1493;ROLE_MANAGER
1363701;gozde.yildirim.akin3;1813;331;694;1194;359;722;1222;ROLE_MANAGER
1363705;ozge.dosti;2048;432;1499;2356;719;1512;2369;ROLE_MANAGER
1363706;derya.boga1;511;123;396;744;123;396;744;ROLE_MANAGER
1363707;gulenalay;8553;238;491;795;238;491;795;ROLE_MANAGER
1363711;caglar.esen21;4193;1628;4352;6239;1736;4223;6110;ROLE_MANAGER
1363719;perihan.kinaci;319;0;0;0;0;0;0;ROLE_MANAGER
1363720;bknilufer.tirpan;3768;1205;1841;3519;1335;1705;3383;ROLE_MANAGER
1363723;goksu.colakoglu2;1518;115;115;115;115;115;115;ROLE_MANAGER
1363727;tanyel.onen;206;81;81;81;81;81;81;ROLE_MANAGER
1363728;mustafa.ayberk.kilicalp;2027;764;2808;3164;764;2808;3164;ROLE_MANAGER
1363730;naz.demirel4;490;217;1090;1090;217;1090;1090;ROLE_MANAGER
1363731;mdy.umit.kul;338;291;1221;1221;291;1221;1221;ROLE_MANAGER
1363733;sedat.oz1;1038;350;1014;1014;888;1157;1157;ROLE_MANAGER
1363735;gururcan.yasar;7590;1554;4443;9535;1549;4375;9150;ROLE_MANAGER
1363736;ercan.demirpolat;8;85;256;256;85;256;256;ROLE_MANAGER
1363737;my.mert.tugrul;104;245;245;245;245;245;245;ROLE_MANAGER
1363738;sevgi.cetin1;728;291;528;939;291;528;939;ROLE_MANAGER
1363742;gokce.urgen;1200;248;517;517;354;623;623;ROLE_MANAGER
1363743;onur.tatli2;22516;2110;8798;12330;2064;8525;12057;ROLE_MANAGER
1363752;burcu.oztay9;150;108;350;700;108;350;700;ROLE_MANAGER
1363753;senematiseven;801;304;1168;1491;304;1168;1491;ROLE_MANAGER
1363755;test.rehber;35281;13251;36236;79597;71308;88207;114888;ROLE_MANAGER
1363756;bilgenur.kanbur;1947;349;1010;2467;347;1008;2465;ROLE_MANAGER
1363760;nursena.muge.aydin;6397;445;1275;2415;790;1374;1841;ROLE_MANAGER
1363761;buse.erdogan9;0;0;939;939;0;939;939;ROLE_MANAGER
1363765;silasencan;2910;923;2656;3826;1673;2626;3339;ROLE_MANAGER
1363771;cansu.ayar;1257;546;1262;1262;546;1262;1262;ROLE_MANAGER
1363777;fatma.topatan;115;11;208;208;11;208;208;ROLE_MANAGER
1363779;hacer.bayram1;3412;636;1815;3088;1830;2817;3130;ROLE_MANAGER
1363781;nesrin.ozturk1;3192;441;1671;2004;441;1671;2004;ROLE_MANAGER
1363782;tugba.gezgin;3647;301;1420;2192;1174;2187;2187;ROLE_MANAGER
1363786;serap.hallac1;409;175;473;473;371;472;472;ROLE_MANAGER
1363792;fatma.mizrak3;201;9;752;752;9;752;752;ROLE_MANAGER
1363793;cemal.elibol1;3670;1710;4131;4833;2230;4116;4496;ROLE_MANAGER
1363797;buket.tanrikulu;34;43;43;43;43;43;43;ROLE_MANAGER
1363802;gonca.tezcan4;1796;27;27;27;27;27;27;ROLE_MANAGER
1363809;minel.gunay;4919;581;1282;1282;1060;1637;1637;ROLE_MANAGER
1363814;pinar.topcutalan;4082;81;1000;1000;655;935;935;ROLE_MANAGER
1363816;seda.pamuk3;1270;609;1267;1267;1052;1399;1399;ROLE_MANAGER
1363817;hatice.yaratan2;4;150;393;393;150;393;393;ROLE_MANAGER
1363819;my.erdem.cebi;389;58;575;1299;58;575;1299;ROLE_MANAGER
1363831;zuhalturksahin38;930;122;421;421;122;421;421;ROLE_MANAGER
1363834;aybike.komen.guven;378;312;488;1080;312;488;1080;ROLE_MANAGER
1363841;sabrican.balci;8331;2014;10231;16473;2163;10380;16253;ROLE_MANAGER
1363847;gunduzefe.gundogdu;4639;1709;5317;5672;3270;5188;5188;ROLE_MANAGER
1363849;tugce.yorukoglu2;0;23;84;84;23;84;84;ROLE_MANAGER
1363850;mudur.mudur;27540;9545;26598;42895;12124;27215;42269;ROLE_MANAGER
1363855;sefa.erdal1;2194;1155;3754;5052;1171;3708;5006;ROLE_MANAGER
1363856;cagla.ipekci2;719;116;409;409;116;409;409;ROLE_MANAGER
1363858;mehmetaliengin;1130;264;1360;1665;264;1360;1665;ROLE_MANAGER
1363860;mehmetali.engin1;291;16;291;291;16;291;291;ROLE_MANAGER
1363867;adnansohtorik;6512;2462;7449;15166;4850;7743;10788;ROLE_MANAGER
1363869;elif.demircan8;782;210;210;210;178;178;178;ROLE_MANAGER
1363870;elif.akal;406;87;332;332;87;332;332;ROLE_MANAGER
1363871;mmerveozdemir;0;41;41;494;41;41;494;ROLE_MANAGER
1363875;ebruyildirim;648;137;469;1288;137;469;1288;ROLE_MANAGER
1363876;tugba.atik4;1361;375;560;1384;375;560;1384;ROLE_MANAGER
1363877;fatih.binbay2;2011;652;2415;3573;1322;2769;3573;ROLE_MANAGER
1363882;hulya.ozder;240;24;266;266;266;266;266;ROLE_MANAGER
1363883;fatih.arslanturk08;260;0;0;0;0;0;0;ROLE_MANAGER
1363894;dilay.deniz.celikkol;112;72;72;72;72;72;72;ROLE_MANAGER
1363902;sena.aslangul2;552;39;127;620;39;127;620;ROLE_MANAGER
1363905;melek.sunucuoglu2;1721;0;353;353;0;353;353;ROLE_MANAGER
1363911;ozhancevikkol;3611;1054;1711;2123;1164;1673;2085;ROLE_MANAGER
1363912;gulsahyildirimbk;4062;449;1299;2270;449;1299;2270;ROLE_MANAGER
1363915;firathan.dursun;60;69;69;69;71;71;71;ROLE_MANAGER
1363917;selin.kul3;405;9;9;9;9;9;9;ROLE_MANAGER
1363918;firat.talay;630;59;346;346;59;346;346;ROLE_MANAGER
1363919;beril.ilgul2;594;144;931;931;144;931;931;ROLE_MANAGER
1363920;cagricaglayan;445;203;506;506;203;506;506;ROLE_MANAGER
1363921;mukadder.deniz;2492;331;978;978;325;972;972;ROLE_MANAGER
1363923;duraliyoruk;0;280;666;666;280;666;666;ROLE_MANAGER
1363924;ebru.isleyen;3506;76;76;76;76;76;76;ROLE_MANAGER
1363925;suzan.nazli.can;67;0;139;559;0;139;559;ROLE_MANAGER
1363926;berfin.ikizceli;200;237;237;237;237;237;237;ROLE_MANAGER
1363927;pinar.erkmen;2;0;153;153;0;153;153;ROLE_MANAGER
1363928;sule.ongun;232;363;822;822;363;822;822;ROLE_MANAGER
1363929;yilben.kalaagasi;8339;552;1899;1899;1107;1894;1894;ROLE_MANAGER
1363940;burcu.yagar.dirmikci;1550;8;205;639;8;205;639;ROLE_MANAGER
1363941;kardelen.derya;6738;663;2512;2512;1405;2510;2510;ROLE_MANAGER
1363946;hande.zeybel1;1342;516;1532;2485;516;1532;2485;ROLE_MANAGER
1363951;enesenver.ekinci;4642;978;4767;8505;1066;4726;8464;ROLE_MANAGER
1363956;cerener;123;47;47;47;47;47;47;ROLE_MANAGER
1363957;cansu.dursun.circi;35029;2652;6400;9120;3610;6389;9109;ROLE_MANAGER
1363958;mahir.kaya90;3795;1225;2893;3291;1512;2875;3273;ROLE_MANAGER
1363960;hamdiye.teke;237;160;260;260;160;260;260;ROLE_MANAGER
1363970;beyza.ozkal;387;206;463;463;280;280;280;ROLE_MANAGER
1363971;busenaz.nadir;5270;729;1886;2575;683;1840;2529;ROLE_MANAGER
1363972;asrin.akincioglu4;197;117;117;117;117;117;117;ROLE_MANAGER
1363973;canan.kilic1;8921;1229;3079;4835;1789;3393;4404;ROLE_MANAGER
1363974;gulcin.gokce1;4303;0;0;0;0;0;0;ROLE_MANAGER
1363976;durdane.kahveci;2545;309;1646;1981;879;1970;1970;ROLE_MANAGER
1363978;tuba.bagci.torun;1372;636;906;1296;947;947;947;ROLE_MANAGER
1363980;damla.ayvaz;1435;281;597;597;618;803;803;ROLE_MANAGER
1363993;canselgencelorhan;0;0;68;68;0;68;68;ROLE_MANAGER
1363995;duygu.karaca1;2422;565;1909;2285;552;1896;2272;ROLE_MANAGER
1363996;mahperi.karaca1;6073;314;1095;1095;444;1092;1092;ROLE_MANAGER
1363997;selma.catan;8201;356;1337;1968;309;1137;1464;ROLE_MANAGER
1363999;funda.ekin.kanmaz2;102;88;551;551;88;551;551;ROLE_MANAGER
1364002;naren.ozalp;291;85;365;365;85;365;365;ROLE_MANAGER
1364003;hilal.karacuha1;1358;98;340;1025;98;340;1025;ROLE_MANAGER
1364004;sevim.ozdemir.cinar;711;110;110;608;110;110;608;ROLE_MANAGER
1364007;burcuyorulmaz;556;221;780;780;221;780;780;ROLE_MANAGER
1364015;reh.ufuk.kendirlioglu;189;138;304;304;223;304;304;ROLE_MANAGER
1364018;ahmetbiyik;609;428;520;884;416;508;872;ROLE_MANAGER
1364019;sahin.hazar2;896;348;1047;1494;361;1060;1507;ROLE_MANAGER
1364020;ecem.emine.benakay;80;76;76;76;76;76;76;ROLE_MANAGER
1364028;furkandurmis;565;426;494;494;385;453;453;ROLE_MANAGER
1364030;lutfi.kol1;4083;1348;3807;5367;1346;3583;5143;ROLE_MANAGER
1364032;esra.kayaa;828;298;712;712;298;712;712;ROLE_MANAGER
1364040;selda.gure;362;3;3;3;3;3;3;ROLE_MANAGER
1364041;ayse.tekin4;2166;223;698;1112;223;698;1112;ROLE_MANAGER
1364042;sinan.sadikoglu1;2951;484;1021;1021;484;1021;1021;ROLE_MANAGER
1364046;aslihan.budamli;254;275;519;519;270;270;270;ROLE_MANAGER
1364049;funda.birben;6258;769;2917;4547;768;2916;4546;ROLE_MANAGER
1364050;ayse.cirpan3;271;92;332;332;92;332;332;ROLE_MANAGER
1364051;ilker.cesmeci;1131;474;1393;2280;702;1227;2114;ROLE_MANAGER
1364052;adem.yildirim67;1594;598;2357;3434;973;1866;2625;ROLE_MANAGER
1364056;asuman.ozer3;2191;1058;2304;2304;1361;1912;1912;ROLE_MANAGER
1364060;berk.yegen;1458;1014;1234;1234;916;1136;1136;ROLE_MANAGER
1364061;rahime.yavuz;603;356;883;883;485;950;950;ROLE_MANAGER
1364062;irem.nur.akca2;909;666;1205;1205;670;1020;1020;ROLE_MANAGER
1364063;cicek.eskiocak2;0;199;649;649;178;628;628;ROLE_MANAGER
1364068;alanur.altintas;396;302;302;302;302;302;302;ROLE_MANAGER
1364076;hakanozaslan;770;248;958;958;517;958;958;ROLE_MANAGER
1364079;gulcan.sena.sari2;7349;1169;4257;6447;2319;4417;6210;ROLE_MANAGER
1364080;tunay.ozdogan;28;33;33;33;33;33;33;ROLE_MANAGER
1364082;oya.bayraktar2;102;0;0;0;0;0;0;ROLE_MANAGER
1364084;denizarda.guzel;440;86;681;1019;86;681;1019;ROLE_MANAGER
1364087;fatih.atay;1031;180;626;1602;362;626;1602;ROLE_MANAGER
1364088;derya.yuksel14;34;34;34;34;34;34;34;ROLE_MANAGER
1364089;elbi.firdevs.uyar;403;0;0;0;0;0;0;ROLE_MANAGER
1364092;ismail.yavuz2;5367;1438;5298;7144;1333;5077;6561;ROLE_MANAGER
1364093;enginyamann;5125;2817;9867;13361;3547;10200;13694;ROLE_MANAGER
1364094;ozgur.yurttutan;597;505;1109;1528;716;864;864;ROLE_MANAGER
1364096;tugba.donmez.dalgic2;1003;217;399;767;393;393;393;ROLE_MANAGER
1364097;fatma.ozbilum;1420;519;2136;2136;1247;1945;1945;ROLE_MANAGER
1364099;serpil.kurt1;296;0;0;0;0;0;0;ROLE_MANAGER
1364104;melih.poyraz.gokce;108;61;150;150;291;291;291;ROLE_MANAGER
1364109;bircan.odaci;731;219;529;529;219;529;529;ROLE_MANAGER
1364110;okanaydin;1415;747;1514;1876;1005;1487;1849;ROLE_MANAGER
1364111;dilara.demirbilek1;5493;1680;5728;7346;1733;5781;7399;ROLE_MANAGER
1364114;my.didem.dibekorikli;1339;337;990;1303;337;990;1303;ROLE_MANAGER
1364115;umutakif.kose;2016;1142;2516;2918;1163;2304;2706;ROLE_MANAGER
1364116;feyza.sezerel;2998;567;1722;1722;666;1719;1719;ROLE_MANAGER
1364122;zumrut.damla.zembilci;5011;328;928;2008;243;539;1093;ROLE_MANAGER
1364126;sena.konak2;28;167;313;620;164;164;164;ROLE_MANAGER
1364129;ferhan.kirlangic;946;108;670;1245;108;670;1245;ROLE_MANAGER
1364132;funda.olkun;1540;1295;4191;6341;1324;3699;5849;ROLE_MANAGER
1364134;mehtap.incoglu;2031;300;613;1042;300;613;1042;ROLE_MANAGER
1364135;seda.eroksuz1;260;28;226;226;28;226;226;ROLE_MANAGER
1364137;ali.mert.oksuz2;3530;1114;3619;4242;1133;3638;4261;ROLE_MANAGER
1364140;rahime.sevil.polat3;1293;439;521;910;439;521;910;ROLE_MANAGER
1364143;cemal.tomakin1;1362;168;1334;1334;423;1329;1329;ROLE_MANAGER
1364144;zehrakahraman;771;240;783;1221;240;783;1221;ROLE_MANAGER
1364146;gizem.gozen2;1322;144;1139;1513;144;1139;1513;ROLE_MANAGER
1364148;yagmur.doyuran;585;148;354;354;148;354;354;ROLE_MANAGER
1364149;seyma.korkmaz8;995;50;241;241;50;241;241;ROLE_MANAGER
1364151;sevinc.yugurcu24;1490;858;2420;3502;1066;2461;3543;ROLE_MANAGER
1364157;denizhan.kazancik;303;103;355;355;353;353;353;ROLE_MANAGER
1364159;ozlem.elif.erkan;34;104;104;104;104;104;104;ROLE_MANAGER
1364160;nisan.cinarbay;1126;262;383;880;738;859;859;ROLE_MANAGER
1364162;irem.baklaci2;1282;82;259;259;82;259;259;ROLE_MANAGER
1364164;irem.nur.akan;2459;169;490;490;169;490;490;ROLE_MANAGER
1364166;sena.gozde1;3720;165;372;372;165;372;372;ROLE_MANAGER
1364169;imge.tepe.kocyigit;528;179;555;555;179;555;555;ROLE_MANAGER
1364174;yildiz.kayimlar;4944;659;914;914;659;914;914;ROLE_MANAGER
1364175;ayfer.karaoglu1;2454;303;2024;2427;696;2022;2425;ROLE_MANAGER
1364176;aysenur.kamiloglu61;6509;445;1810;1810;636;1809;1809;ROLE_MANAGER
1364181;aligultekin;6388;3866;13736;20000;3898;13466;18962;ROLE_MANAGER
1364184;deryaerdal;802;53;362;362;53;362;362;ROLE_MANAGER
1364188;yagiz.kurtt;340;0;0;0;0;0;0;ROLE_MANAGER
1364190;meltem.zaloglu.akman;7017;549;1533;3518;1396;1987;2897;ROLE_MANAGER
1364197;my.nurgul.aksoy;3421;1187;3443;3906;1815;3438;3901;ROLE_MANAGER
1364198;sukru.sitki;4683;636;768;1142;636;768;1142;ROLE_MANAGER
1364202;tugba.oren2;37;36;36;36;36;36;36;ROLE_MANAGER
1364205;tayfun.sevimli;95;78;244;244;78;244;244;ROLE_MANAGER
1364206;emine.palali;2851;107;315;637;107;315;637;ROLE_MANAGER
1364208;bayramkayakus;1694;1247;3977;4371;1442;3984;4378;ROLE_MANAGER
1364213;hicran.cebeci;1524;626;2523;3167;626;2523;3167;ROLE_MANAGER
1364218;zeynep.aydin.ozkan;1365;785;1464;1984;785;1464;1984;ROLE_MANAGER
1364219;asim.guler4;5177;1332;3337;4750;1339;3344;4757;ROLE_MANAGER
1364220;ensar.orguc41;1016;610;1094;1094;560;1044;1044;ROLE_MANAGER
1364221;mervenur.demir8;894;466;1175;2128;466;1175;2128;ROLE_MANAGER
1364223;aysehilal.ercelik;2794;1002;2418;2806;1002;2418;2806;ROLE_MANAGER
1364224;nil.gokalp4;9585;377;1097;2662;308;1028;2593;ROLE_MANAGER
1364225;hande.tuna1;2140;8;534;534;8;534;534;ROLE_MANAGER
1364228;guldeniz.papuccuer;33588;72;272;715;72;272;715;ROLE_MANAGER
1364238;ersin.ergen1;245;103;279;279;103;279;279;ROLE_MANAGER
1364239;furkan.karakoc;7250;3153;7530;12514;3700;7824;12406;ROLE_MANAGER
1364246;burcin.ertik.my;1585;738;2311;2311;948;2325;2325;ROLE_MANAGER
